element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,7,39.1129,0.0010,39.1129,0.0009,1,,,41.5134,73.2124,3s.3p.3d,4F*,5/2,3s.3d2,4F,5/2,,,L11207
K,4,39.146,0.002,39.1466,0.0020,200,1.73e+10,,0.20726,31.8791,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,3P*,1,,T4943,L64
K,4,39.227,0.002,39.227,0.003,100,,,4.77913,36.3858,3s2.3p4,1S,0,3s2.3p3.(2P*).4s,3P*,1,,,L3496
K,7,39.2403,0.0010,39.2403,0.0009,2,,,41.6271,73.2232,3s.3p.3d,4F*,7/2,3s.3d2,4F,7/2,,,L11207
K,4,39.247,0.002,39.2463,0.0020,200,1.80e+10,,0.28779,31.8791,3s2.3p4,3P,0,3s2.3p3.(2P*).3d,3P*,1,,T4943,L64
K,4,39.314,0.002,39.3143,0.0020,500,1.19e+10,,0.20726,31.7439,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,3P*,2,,T4943,L64
K,7,39.4162,0.0010,39.4162,0.0009,2,,,41.7777,73.2329,3s.3p.3d,4F*,9/2,3s.3d2,4F,9/2,,,L11207
K,6,39.448,0.002,39.4473,0.0020,3,1.00e+10,,0.00000,31.4304,3s2.3p2,3P,0,3s2.3p.3d,3P*,1,,T4909,L1111
K,5,39.540,0.002,39.5403,0.0016,250,2.70e+10,,4.96931,36.3258,3s2.3p3,2P*,3/2,3s2.3p2.(1D).3d,2S,1/2,,T7942,L3496
K,6,39.541,0.002,39.5406,0.0020,3,2.08e+10,,0.140415,31.4966,3s2.3p2,3P,1,3s2.3p.3d,3P*,0,,T4909,L1111
K,16,,,39.601,0.013,,4.42e+06,,0.000,[31.3082],2s2,1S,0,2s.2p,3P*,1,,T6876,
K,6,39.624,0.002,39.6243,0.0020,1,2.99e+09,,0.140415,31.4304,3s2.3p2,3P,1,3s2.3p.3d,3P*,1,,T4909,L1111
K,7,39.7691,0.002,39.7666,0.0009,0,4.94e+09,,14.2444,45.4224,3s.3p2,4P,1/2,3s.3p.3d,4D*,3/2,,T7942,L1111
K,6,39.810,0.002,39.8098,0.0021,3,7.71e+09,,0.140415,31.2846,3s2.3p2,3P,1,3s2.3p.3d,3P*,2,,T4909,L1111
K,7,39.8354,0.002,39.8337,0.0009,1,1.46e+10,,14.2444,45.3699,3s.3p2,4P,1/2,3s.3p.3d,4D*,1/2,,T7942,L1111
K,5,39.836,0.002,39.8365,0.0016,200,2.91e+10,,4.92938,36.0526,3s2.3p3,2P*,1/2,3s2.3p2.(1D).3d,2P,1/2,,T7942,L3496
K,2,39.863,0.002,39.8630,0.0021,15,,,0.00000,31.1026,3p6,1S,0,3p5.8d,"(1/2,3/2)*",1,,,L3496
K,3,39.863,0.002,39.8632,0.0021,15,1.79e+10,,0.0000,31.1024,3s2.3p5,2P*,3/2,3s2.3p4.(1D).3d,2S,1/2,,T7942,L3496
K,5,39.888,0.002,39.8877,0.0016,200,6.86e+09,,4.96931,36.0526,3s2.3p3,2P*,3/2,3s2.3p2.(1D).3d,2P,1/2,,T7942,L3496
K,7,39.8943,0.002,39.8940,0.0009,4,1.79e+10,,0.00000,31.0784,3s2.3p,2P*,1/2,3s2.3d,2D,3/2,,T7942,L1111
K,6,39.908,0.002,39.9081,0.0021,2,7.84e+09,,0.36293,31.4304,3s2.3p2,3P,2,3s2.3p.3d,3P*,1,,T4909,L1111
K,6,39.942,0.002,39.942,0.003,2,2.59e+10,,5.37581,36.4170,3s2.3p2,1S,0,3s2.3p.3d,1P*,1,,T4909,L1111
K,7,39.9495,0.002,39.9474,0.0009,1,1.34e+10,,14.3855,45.4224,3s.3p2,4P,3/2,3s.3p.3d,4D*,3/2,,T7942,L1111
K,5,39.975,0.002,39.9751,0.0016,200,2.94e+10,,4.96931,35.9847,3s2.3p3,2P*,3/2,3s2.3p2.(1D).3d,2P,3/2,,T7942,L3496
K,7,40.0147,0.002,40.0150,0.0009,2,6.93e+09,,14.3855,45.3699,3s.3p2,4P,3/2,3s.3p.3d,4D*,1/2,,T7942,L1111
K,4,40.021,0.002,40.0213,0.0019,400,3.46e+10,,0.00000,30.9796,3s2.3p4,3P,2,3s2.3p3.(2D*).3d,3S*,1,,T4943,L64
K,2,40.09,0.07,40.08,0.06,,,,0.00000,30.93,3p6,1S,0,3p5.8d,"(3/2,3/2)*",1,,,L11572
K,6,40.096,0.002,40.0963,0.0021,4,1.12e+10,,0.36293,31.2846,3s2.3p2,3P,2,3s2.3p.3d,3P*,2,,T4909,L1111
K,7,40.0979,0.0010,40.0957,0.0009,7p,5.88e+09,,14.2444,45.1665,3s.3p2,4P,1/2,3s.3p.3d,4P*,1/2,,T7942,L10660
K,7,40.1553,0.002,40.1548,0.0009,3,2.17e+10,,14.6009,45.4774,3s.3p2,4P,5/2,3s.3p.3d,4D*,7/2,,T7942,L1111
K,7,40.1790,0.002,40.1771,0.0009,2,1.03e+10,,14.6009,45.4603,3s.3p2,4P,5/2,3s.3p.3d,4D*,5/2,,T7942,L1111
K,3,40.210,0.002,40.2103,0.0021,20,1.07e+10,,0.268475,31.1024,3s2.3p5,2P*,1/2,3s2.3p4.(1D).3d,2S,1/2,,T7942,L3496
K,7,40.2132,0.002,40.2126,0.0009,2,9.49e+09,,14.2444,45.0766,3s.3p2,4P,1/2,3s.3p.3d,4P*,3/2,,T7942,L1111
K,7,40.2291,0.002,40.2266,0.0009,0,2.88e+09,,14.6009,45.4224,3s.3p2,4P,5/2,3s.3p.3d,4D*,3/2,,T7942,L1111
K,7,40.2695,0.0010,40.2695,0.0009,2,,,36.9210,67.7096,3p3,2D*,3/2,3p2.(1D).3d,2D,3/2,,,L11207
K,7,40.2818,0.0010,40.2795,0.0009,2,7.38e+09,,14.3855,45.1665,3s.3p2,4P,3/2,3s.3p.3d,4P*,1/2,,T7942,L10660
K,4,40.291,0.002,40.2909,0.0019,300,1.71e+10,,0.20726,30.9796,3s2.3p4,3P,1,3s2.3p3.(2D*).3d,3S*,1,,T4943,L64
K,7,40.3800,0.002,40.3791,0.0007,6,2.11e+10,,0.388601,31.0936,3s2.3p,2P*,3/2,3s2.3d,2D,5/2,,T7942,L1111
K,2,40.39,0.07,40.39,0.07,,,,0.00000,30.70,3p6,1S,0,3p5.8d,"(3/2,5/2)*",1,,,L11572
K,4,40.397,0.002,40.3966,0.0020,250,5.26e+09,,0.28779,30.9796,3s2.3p4,3P,0,3s2.3p3.(2D*).3d,3S*,1,,T4943,L64
K,7,40.3991,0.002,40.3975,0.0009,3*,,,14.3855,45.0766,3s.3p2,4P,3/2,3s.3p.3d,4P*,3/2,,,L1111
K,7,40.3991,0.002,40.3992,0.0007,3*,3.71e+09,,0.388601,31.0784,3s2.3p,2P*,3/2,3s2.3d,2D,3/2,,T7942,L1111
K,4,40.441,0.002,40.4410,0.0023,150,1.14e+09,,2.03136,32.6894,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,3D*,1,,T4943,L64
K,7,40.5345,0.002,40.5329,0.0009,2,7.88e+09,,14.3855,44.9740,3s.3p2,4P,3/2,3s.3p.3d,4P*,5/2,,T7942,L1111
K,2,40.56,0.07,40.55,0.07,,1.3e+09,,0.00000,30.57,3p6,1S,0,3p5.7d,"(1/2,3/2)*",1,,T6166,L11572
K,4,40.577,0.002,40.5770,0.0023,100,1.30e+08,,2.03136,32.5866,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,3D*,2,,T4943,L64
K,1,40.5774,,,,"a,w",,,,,,,,,,,,,L6851
K,8,40.5813,0.0010,40.580,0.009,3,1.47e+10,,63.355,93.908,3p.3d,1D*,2,3d2,1D,2,,T7942,L10375
K,1,40.6170,,,,a,,,,,,,,,,,,,L6851
K,3,40.648,0.002,40.6488,0.0020,30,5.32e+06,,0.0000,30.5014,3s2.3p5,2P*,3/2,3s2.3p4.(1S).3d,2D,3/2,,T7942,L3496
K,1,40.6764,,,,a,,,,,,,,,,,,,L6851
K,2,40.68,0.07,40.68,0.07,,,,0.00000,30.48,3p6,1S,0,3p5.8s,"(1/2,1/2)*",1,,,L11572
K,7,40.6850,0.002,40.6830,0.0009,0,3.84e+09,,14.6009,45.0766,3s.3p2,4P,5/2,3s.3p.3d,4P*,3/2,,T7942,L1111
K,4,40.808,0.002,40.7765,0.0023,250,,,2.03136,32.4371,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,3D*,3,,,L3496
K,2,40.81,0.07,40.82,0.07,,,,0.00000,30.38,3p6,1S,0,3p5.7d,"(3/2,5/2)*",1,,,L11572
K,7,40.8210,0.002,40.8203,0.0009,1,5.03e+09,,14.6009,44.9740,3s.3p2,4P,5/2,3s.3p.3d,4P*,5/2,,T7942,L1111
K,7,40.8498,0.0010,40.8495,0.0007,5,7.94e+09,,18.85201,49.2035,3s.3p2,2D,5/2,3s.3p.(3P*).3d,2F*,7/2,,T7942,L10660
K,4,40.896,0.002,40.8954,0.0023,400,4.59e+10,,2.03136,32.3487,3s2.3p4,1D,2,3s2.3p3.(2D*).3d,1P*,1,,T4943,L64
K,3,40.896,0.002,40.8959,0.0021,40,1.88e+08,,0.0000,30.3170,3s2.3p5,2P*,3/2,3s2.3p4.(1S).3d,2D,5/2,,T7942,L3496
K,7,40.9030,0.0010,40.9023,0.0007,5,2.34e+10,,25.60310,55.9154,3s.3p2,2P,1/2,3s.3p.(1P*).3d,2D*,3/2,,T7942,L10660
K,1,40.9259,,,,"a,w",,,,,,,,,,,,,L6851
K,2,40.96,0.07,40.97,0.07,,,,0.00000,30.26,3p6,1S,0,3p5.7d,"(3/2,3/2)*",1,,,L11572
K,1,40.9760,,,,a,,,,,,,,,,,,,L6851
K,3,41.010,0.002,41.0097,0.0020,40,2.36e+08,,0.268475,30.5014,3s2.3p5,2P*,1/2,3s2.3p4.(1S).3d,2D,3/2,,T7942,L3496
K,7,41.0120,0.0010,41.0120,0.0010,2,,,38.1897,68.4209,3p3,4S*,3/2,3p2.3d,4P,1/2,,,L11207
K,2,41.03,0.07,41.03,0.07,,,,0.00000,30.21,3p6,1S,0,3p5.8s,"(3/2,1/2)*",1,,,L11572
K,7,41.0792,0.0010,41.0784,0.0010,4,,,38.1897,68.3721,3p3,4S*,3/2,3p2.3d,4P,3/2,,,L11207
K,1,41.1016,,,,"a,w",,,,,,,,,,,,,L6851
K,7,41.1538,0.0010,41.1534,0.0008,60,3.09e+10,,25.84234,55.9697,3s.3p2,2P,3/2,3s.3p.(1P*).3d,2D*,5/2,,T7942,L10660
K,2,41.18,0.07,41.17,0.07,,2.6e+09,,0.00000,30.12,3p6,1S,0,3p5.6d,"(1/2,3/2)*",1,,T6166,L11572
K,7,41.1871,0.0010,41.1868,0.0010,4,,,38.1897,68.2926,3p3,4S*,3/2,3p2.3d,4P,5/2,,,L11207
K,7,41.228,0.002,41.2277,0.0008,2,7.25e+09,,25.84234,55.9154,3s.3p2,2P,3/2,3s.3p.(1P*).3d,2D*,3/2,,T7942,L10660
K,3,41.229,0.002,41.2288,0.0021,25,1.40e+10,,0.0000,30.0722,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2P,1/2,,T7942,L3496
K,7,41.2395,0.0010,41.2400,0.0008,5,7.17e+09,,18.83120,48.8953,3s.3p2,2D,3/2,3s.3p.(3P*).3d,2F*,5/2,,T7942,L10660
K,7,41.2681,0.0010,41.2685,0.0008,0,6.93e+08,,18.85201,48.8953,3s.3p2,2D,5/2,3s.3p.(3P*).3d,2F*,5/2,,T7942,L10660
K,3,41.379,0.002,41.3793,0.0021,50,6.24e+09,,0.0000,29.9629,3s2.3p5,2P*,3/2,3s2.3p4.(1S).4s,2S,1/2,,T7308,L3496
K,5,41.446,0.002,41.4462,0.0018,150,8.87e+08,,4.92938,34.8439,3s2.3p3,2P*,1/2,3s2.3p2.(1D).3d,2D,3/2,,T7942,L3496
K,10,41.454,0.002,41.453,0.005,90bl,1.81e+09,,321.2279,351.1378,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,1,,T6036,L7205
K,3,41.487,0.002,41.4865,0.0021,30,4.01e+10,,0.0000,29.8854,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2P,3/2,,T7942,L3496
K,2,41.49,0.07,41.49,0.07,bl*,,,0.00000,29.88,3p6,1S,0,3p5.6d,"(3/2,5/2)*",1,,,L11572
K,2,41.49,0.07,41.49,0.07,bl*,2.2e+08,,0.00000,29.88,3p6,1S,0,3p5.7s,"(1/2,1/2)*",1,,T6166,L11572
K,5,41.505,0.002,,,250,,,,,,,,,,,,,L3496
K,5,41.579,0.002,41.5792,0.0018,200,1.17e+09,,4.96931,34.7881,3s2.3p3,2P*,3/2,3s2.3p2.(1D).3d,2D,5/2,,T7942,L3496
K,3,41.600,0.002,41.6002,0.0021,30,2.83e+10,,0.268475,30.0722,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2P,1/2,,T7942,L3496
K,7,41.6250,0.0010,41.6247,0.0008,1,4.39e+09,,25.60310,55.3893,3s.3p2,2P,1/2,3s.3p.(1P*).3d,2P*,3/2,,T7942,L10660
K,7,41.6444,0.0010,41.6401,0.0008,2,8.80e+09,,25.60310,55.3783,3s.3p2,2P,1/2,3s.3p.(1P*).3d,2P*,1/2,,T7942,L10660
K,8,41.6642,0.0010,41.661,0.010,5,6.53e+09,B,15.882,45.642,3s.3p,3P*,0,3s.3d,3D,1,,T7942,L10522
K,4,41.728,0.002,41.7279,0.0023,150,,,2.03136,31.7439,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,3P*,2,,,L64
K,2,41.73,0.07,41.74,0.07,,,,0.00000,29.71,3p6,1S,0,3p5.6d,"(3/2,3/2)*",1,,,L11572
K,3,41.754,0.002,41.7534,0.0021,30,1.03e+10,,0.268475,29.9629,3s2.3p5,2P*,1/2,3s2.3p4.(1S).4s,2S,1/2,,T7308,L3496
K,2,41.84,0.07,41.84,0.07,,,,0.00000,29.63,3p6,1S,0,3p5.7s,"(3/2,1/2)*",1,,,L11572
K,8,41.8456,0.002,41.842,0.010,2d,8.70e+09,,16.020,45.652,3s.3p,3P*,1,3s.3d,3D,2,,T7942,L1558
K,8,41.8582,0.002,41.855,0.010,1d,4.83e+09,B,16.020,45.642,3s.3p,3P*,1,3s.3d,3D,1,,T7942,L1558
K,3,41.862,0.002,41.8626,0.0021,30,2.78e+09,,0.268475,29.8854,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2P,3/2,,T7942,L3496
K,7,41.9621,0.0010,41.9617,0.0008,1,9.58e+09,,25.84234,55.3893,3s.3p2,2P,3/2,3s.3p.(1P*).3d,2P*,3/2,,T7942,L10660
K,7,41.9811,0.0010,41.9774,0.0008,2*,4.99e+09,,25.84234,55.3783,3s.3p2,2P,3/2,3s.3p.(1P*).3d,2P*,1/2,,T7942,L10660
K,7,41.9811,0.0010,41.9816,0.0008,2*,1.60e+10,,23.93943,53.4724,3s.3p2,2S,1/2,3s.3p.(3P*).3d,2P*,1/2,,T7942,L10660
K,8,42.0859,0.0010,42.085,0.010,6bl,6.81e+08,,62.635,92.095,3p.3d,3F*,3,3d2,3F,3,,T7942,L10375
K,7,42.1454,0.0010,42.1458,0.0008,8,1.84e+10,,23.93943,53.3573,3s.3p2,2S,1/2,3s.3p.(3P*).3d,2P*,3/2,,T7942,L10660
K,10,42.170,0.002,42.171,0.005,30,7.68e+09,,301.2986,330.6986,2s2.2p5.(2P*<1/2>).3s,2[1/2]*,1,2s2.2p5.(2P*<3/2>).3p,2[1/2],0,,T6036,L7205
K,2,42.20,0.07,42.19,0.07,,4.0e+09,,0.00000,29.38,3p6,1S,0,3p5.5d,"(1/2,3/2)*",1,,T6166,L11572
K,5,42.218,0.002,42.2173,0.0018,400,2.65e+10,,2.97717,32.3452,3s2.3p3,2D*,3/2,3s.3p4,2P,1/2,,T7942,L3496
K,8,42.2414,0.002,42.238,0.010,4d,1.13e+10,B,16.314,45.668,3s.3p,3P*,2,3s.3d,3D,3,,T7942,L1558
K,1,42.2514,,42.2515,0.0007,a,,,0.00000000,29.3443,3p6.4s,2S,1/2,3p5.3d.(1P*).23s,2P*,"1/2,3/2",,,L6851
K,1,42.2567,,42.2567,0.0007,a,,,0.00000000,29.3407,3p6.4s,2S,1/2,3p5.3d.(1P*).22s,2P*,"1/2,3/2",,,L6851
K,1,42.2634,,42.2633,0.0007,a,,,0.00000000,29.3361,3p6.4s,2S,1/2,3p5.3d.(1P*).21s,2P*,"1/2,3/2",,,L6851
K,8,42.2643,0.002,42.261,0.010,1d,2.82e+09,B,16.314,45.652,3s.3p,3P*,2,3s.3d,3D,2,,T7942,L1558
K,1,42.2710,,42.2710,0.0007,a,,,0.00000000,29.3308,3p6.4s,2S,1/2,3p5.3d.(1P*).20s,2P*,"1/2,3/2",,,L6851
K,8,,,42.275,0.010,,3.2e+08,D,16.314,45.642,3s.3p,3P*,2,3s.3d,3D,1,,T1002LS,
K,1,42.2803,,42.2803,0.0007,a,,,0.00000000,29.3244,3p6.4s,2S,1/2,3p5.3d.(1P*).19s,2P*,"1/2,3/2",,,L6851
K,1,42.2909,,42.2910,0.0007,a,,,0.00000000,29.3169,3p6.4s,2S,1/2,3p5.3d.(1P*).18s,2P*,"1/2,3/2",,,L6851
K,1,42.3042,,42.3042,0.0007,a,,,0.00000000,29.3078,3p6.4s,2S,1/2,3p5.3d.(1P*).17s,2P*,"1/2,3/2",,,L6851
K,1,42.3191,,42.3191,0.0007,a,,,0.00000000,29.2975,3p6.4s,2S,1/2,3p5.3d.(1P*).16s,2P*,"1/2,3/2",,,L6851
K,1,42.3374,,42.3374,0.0007,"a,w",,,0.00000000,29.2848,3p6.4s,2S,1/2,3p5.3d.(1P*).15s,2P*,"1/2,3/2",,,L6851
K,1,42.3603,,42.3603,0.0007,"a,w",,,0.00000000,29.2689,3p6.4s,2S,1/2,3p5.3d.(1P*).14s,2P*,"1/2,3/2",,,L6851
K,8,42.3738,0.0010,42.372,0.010,3,7.96e+09,,62.853,92.114,3p.3d,3F*,4,3d2,3F,4,,T7942,L10375
K,1,42.3862,,42.3862,0.0007,"a,w",,,0.00000000,29.2511,3p6.4s,2S,1/2,3p5.3d.(1P*).13s,2P*,"1/2,3/2",,,L6851
K,1,42.4227,,42.4227,0.0007,"a,w",,,0.00000000,29.2259,3p6.4s,2S,1/2,3p5.3d.(1P*).12s,2P*,"1/2,3/2",,,L6851
K,1,42.4715,,42.4715,0.0007,"a,w",,,0.00000000,29.1923,3p6.4s,2S,1/2,3p5.3d.(1P*).11s,2P*,"1/2,3/2",,,L6851
K,5,42.516,0.002,42.5055,0.0018,300,2.67e+08,,2.97717,32.1461,3s2.3p3,2D*,3/2,3s2.3p2.(3P).3d,4P,3/2,,T7942,L3496
K,5,42.559,0.002,42.5484,0.0018,500,5.95e+08,,3.00657,32.1461,3s2.3p3,2D*,5/2,3s2.3p2.(3P).3d,4P,3/2,,T7942,L3496
K,8,42.7851,0.0010,42.786,0.010,3,2.95e+09,,37.793,66.771,3p2,3P,0,3p.3d,3D*,1,,T7942,L10522
K,2,42.80,0.07,42.79,0.07,,,,0.00000,28.98,3p6,1S,0,3p5.5d,"(3/2,5/2)*",1,,,L11572
K,6,42.854,0.002,42.8542,0.0024,1,2.23e+09,,2.35295,31.2846,3s2.3p2,1D,2,3s2.3p.3d,3P*,2,,T4909,L1111
K,8,42.9461,0.0010,42.948,0.010,6,7.19e+09,,37.961,66.830,3p2,3P,1,3p.3d,3D*,2,,T7942,L10522
K,2,42.99,0.07,42.99,0.07,,,,0.00000,28.84,3p6,1S,0,3p5.6s,"(1/2,1/2)*",1,,,L11572
K,8,43.0349,0.0010,43.036,0.010,5,9.23e+09,,37.961,66.771,3p2,3P,1,3p.3d,3D*,1,,T7942,L10522
K,2,43.15,0.08,43.16,0.07,,,,0.00000,28.73,3p6,1S,0,3p5.5d,"(3/2,3/2)*",1,,,L11572
K,8,43.2142,0.0010,43.217,0.011,5,9.32e+09,,37.793,66.482,3p2,3P,0,3p.3d,3P*,1,,T7942,L10522
K,8,43.2640,0.0010,43.265,0.011,3,9.52e+09,,37.961,66.618,3p2,3P,1,3p.3d,3P*,0,,T7942,L10522
K,2,43.38,0.08,43.38,0.08,,,,0.00000,28.58,3p6,1S,0,3p5.6s,"(3/2,1/2)*",1,,,L11572
K,8,43.3978,0.0010,43.399,0.011,7,1.53e+10,,38.281,66.849,3p2,3P,2,3p.3d,3D*,3,,T7942,L10522
K,8,43.4267,0.0010,43.428,0.011,5,7.80e+09,,38.281,66.830,3p2,3P,2,3p.3d,3D*,2,,T7942,L10522
K,3,43.472,0.002,,,75,,,,,,,,,,,,,L3496
K,8,43.5166,0.0010,43.519,0.011,2,2.37e+09,,38.281,66.771,3p2,3P,2,3p.3d,3D*,1,,T7942,L10522
K,3,43.568,0.002,,,50,,,,,,,,,,,,,L3496
K,1,43.6251,,,,a,,,,,,,,,,,,,L6851
K,1,43.6424,,,,a,,,,,,,,,,,,,L6851
K,8,43.6426,0.0010,43.639,0.011,6,7.23e+09,,37.961,66.372,3p2,3P,1,3p.3d,3P*,2,,T7942,L10522
K,1,43.6626,,,,a,,,,,,,,,,,,,L6851
K,10,43.681,0.002,43.681,0.010,230,3.58e+09,,[314.4544],[342.838],2s2.2p5.(2P*<3/2>).3p,2[1/2],1,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,2,,T6036,L7205
K,1,43.6901,,,,"a,w",,,,,,,,,,,,,L6851
K,1,43.7230,,,,"a,w",,,,,,,,,,,,,L6851
K,1,43.7645,,,,"a,w",,,,,,,,,,,,,L6851
K,1,43.7880,,,,a,,,,,,,,,,,,,L6851
K,5,43.802,0.002,,,250,,,,,,,,,,,,,L3496
K,10,43.804,0.002,43.804,0.005,50,3.34e+09,,318.2053,346.5098,2s2.2p5.(2P*<3/2>).3p,2[3/2],1,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,,T6036,L7205
K,8,43.9022,0.0010,43.893,0.011,7bl,1.27e+10,,44.336,72.583,3p2,1S,0,3p.3d,1P*,1,,T7942,L10522
K,8,43.9615,0.0010,43.965,0.011,2,1.78e+09,,38.281,66.482,3p2,3P,2,3p.3d,3P*,1,,T7942,L10522
K,8,44.0107,0.0010,44.013,0.011,3,8.88e+10,,66.372,94.542,3p.3d,3P*,2,3d2,3P,2,,T7942,L10375
K,8,44.0207,0.0010,44.026,0.011,2,1.10e+10,,66.372,94.534,3p.3d,3P*,2,3d2,3P,1,,T7942,L10375
K,8,44.1382,0.0010,44.136,0.011,10*,2.85e+09,,38.281,66.372,3p2,3P,2,3p.3d,3P*,2,,T7942,L10522
K,8,44.1382,0.0010,44.151,0.011,10*,2.04e+10,,23.872,51.953,3s.3p,1P*,1,3s.3d,1D,2,,T7942,L10522
K,2,44.181,0.002,,,25,,,,,,,,,,,,,L3496
K,8,44.1857,0.0010,44.185,0.011,1,2.75e+09,,66.482,94.542,3p.3d,3P*,1,3d2,3P,2,,T7942,L10375
K,8,44.2124,0.0010,44.211,0.011,2,2.36e+10,,66.482,94.525,3p.3d,3P*,1,3d2,3P,0,,T7942,L10375
K,4,44.230,0.002,44.2317,0.0020,200,,,0.00000,28.0306,3s2.3p4,3P,2,3s2.3p3.(2D*).3d,3P*,1,,,L64
K,4,44.252,0.002,44.2520,0.0020,100,,,0.20726,28.2250,3s2.3p4,3P,1,3s2.3p3.(2D*).3d,3P*,0,,,L3496
K,2,44.30,0.08,,,,,,,,,,,,,,,,L11572
K,4,44.357,0.002,44.3567,0.0020,300,1.36e+08,,0.00000,27.9516,3s2.3p4,3P,2,3s2.3p3.(2D*).3d,3P*,2,,T4943,L3496
K,8,44.4137,0.0010,44.414,0.011,1,5.63e+09,,66.618,94.534,3p.3d,3P*,0,3d2,3P,1,,T7942,L10375
K,3,44.434,0.002,44.4344,0.0021,75,4.03e+09,,0.0000,27.9028,3s2.3p5,2P*,3/2,3s2.3p4.(1D).4s,2D,5/2,,T7942,L3496
K,7,44.4880,0.0010,44.4877,0.0009,2,5.85e+09,,25.60310,53.4724,3s.3p2,2P,1/2,3s.3p.(3P*).3d,2P*,1/2,,T7942,L10660
K,9,,,44.501,0.008,,5.0e+09,C,94.013,121.874,2p6.4p,2P*,1/2,2p6.5s,2S,1/2,,"T1619interp,LS",
K,4,44.561,0.002,44.5612,0.0020,200,,,0.20726,28.0306,3s2.3p4,3P,1,3s2.3p3.(2D*).3d,3P*,1,,,L3496
K,7,44.5620,0.0010,44.5623,0.0009,10,1.52e+10,,18.83120,46.6539,3s.3p2,2D,3/2,3s.3p.(3P*).3d,2D*,3/2,,T7942,L10660
K,7,44.6005,0.0010,44.6002,0.0009,10,1.55e+10,,18.85201,46.6510,3s.3p2,2D,5/2,3s.3p.(3P*).3d,2D*,5/2,,T7942,L10660
K,8,44.643,0.0020,44.644,0.011,1,1.55e+09,,66.771,94.542,3p.3d,3D*,1,3d2,3P,2,,T7942,L10375
K,7,44.6624,0.0010,44.6582,0.0011,5,,,45.4603,73.2232,3s.3p.3d,4D*,5/2,3s.3d2,4F,7/2,,,L11207
K,7,44.6699,0.0010,44.6702,0.0011,5,,,45.4774,73.2329,3s.3p.3d,4D*,7/2,3s.3d2,4F,9/2,,,L11207
K,10,44.675,0.002,44.675,0.011,350,4.81e+09,,[314.4544],[342.207],2s2.2p5.(2P*<3/2>).3p,2[1/2],1,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,,T6036,L7205
K,4,44.683,0.002,44.6881,0.0020,250,,,0.20726,27.9516,3s2.3p4,3P,1,3s2.3p3.(2D*).3d,3P*,2,,,L3496
K,4,44.692,0.002,44.6906,0.0020,100,,,0.28779,28.0306,3s2.3p4,3P,0,3s2.3p3.(2D*).3d,3P*,1,,,L3496
K,8,44.7399,0.0010,44.740,0.011,2,4.88e+09,,66.830,94.542,3p.3d,3D*,2,3d2,3P,2,,T7942,L10375
K,2,44.76,,,,,,,,,,,,,,,,,L11572
K,8,44.7713,0.0010,44.771,0.011,3,5.25e+09,,66.849,94.542,3p.3d,3D*,3,3d2,3P,2,,T7942,L10375
K,9,,,44.784,0.009,,9.6e+09,C,94.189,121.874,2p6.4p,2P*,3/2,2p6.5s,2S,1/2,,"T1619interp,LS",
K,4,44.860,0.002,,,750,,,,,,,,,,,,,L3496
K,3,44.860,0.002,44.8594,0.0020,75,3.52e+09,,0.268475,27.9069,3s2.3p5,2P*,1/2,3s2.3p4.(1D).4s,2D,3/2,,T7942,L3496
K,1,44.8920,,,,"a,w",,,,,,,,,,,,,L6851
K,5,44.901,0.002,44.9012,0.0021,150,7.58e+06,,0.00000,27.6126,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4D,3/2,,T7942,L3496
K,6,44.9021,0.0008,44.9019,0.0004,0,9.86e+08,,0.140415,27.75264,3s2.3p2,3P,1,3s.3p3,1P*,1,,T4909,L3633
K,5,44.971,0.002,44.9709,0.0021,200,7.18e+06,,0.00000,27.5699,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4D,5/2,,T7942,L3496
K,4,44.971,0.002,44.971,0.003,200,,,4.77913,32.3487,3s2.3p4,1S,0,3s2.3p3.(2D*).3d,1P*,1,,,L64
K,1,45.0074,,,,"a,w",,,,,,,,,,,,,L6851
K,7,45.0607,0.0010,45.0606,0.0009,4,5.16e+09,,25.84234,53.3573,3s.3p2,2P,3/2,3s.3p.(3P*).3d,2P*,3/2,,T7942,L10660
K,1,45.1493,,,,a,,,,,,,,,,,,,L6851
