element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Nd,2,708.293,708.2942+,8,,,0.3205562,2.0705355,4f4.(5I).6s,6I,13/2,4f3.(4I*).5d2.(3F),6I*,15/2,,,L3475
Nd,2,708.971,708.9723+,12h,,,1.1602330,2.9085385,4f4.(5I).5d,6I,11/2,,*,11/2,,,L3475
Nd,2,709.274,709.2701+,12h*,,,1.6990082,3.4465797,4f4.(5I).5d,4G,9/2,,*,11/2,,,L3475
Nd,2,709.274,709.2716+,12h*,,,0.3205562,2.0681240,4f4.(5I).6s,6I,13/2,4f3.5d2,6H*,11/2,,,L3475
Nd,2,709.274,709.2731+,12h*,,,1.2285154,2.9760795,4f4.(5I).5d,,7/2,,*,9/2,,,L3475
Nd,2,709.274,709.2746+,12h*,,,1.7679378,3.5154982,4f4.(5I).5d,,13/2,,*,13/2,,,L3475
Nd,1,709.398,,17w,,,,,,,,,,,,,L3475
Nd,1,709.542,,20w,,,,,,,,,,,,,L3475
Nd,2,712.935,712.9359+,29,,,0.1822698,1.9208556,4f4.(5I).6s,6I,11/2,4f3.5d2,6H*,9/2,,,L3475
Nd,2,714.204,714.2123+,12h*,,,2.4423189,4.1777976,4f3.5d.6s,*,9/2,4f4.5d,,11/2,,,L3475
Nd,2,714.204,714.1985+,12h*,,,1.6423158,3.3778280,4f4.(5I).5d,4I,9/2,,*,7/2,,,L3475
Nd,2,714.204,714.1973+,12h*,,,1.5220567,3.2575720,4f4.(5I).5d,4K,11/2,,*,11/2,,,L3475
Nd,2,715.103,715.1028+,8,,,1.4101312,3.1434489,4f4.(5I).5d,6I,15/2,,*,15/2,,,L3475
Nd,1,715.309,,6,,,,,,,,,,,,,L3475
Nd,2,718.909,718.9100+,10,,,1.2816371,3.0057756,4f4.(5I).5d,6I,13/2,,*,13/2,,,L3475
Nd,2,718.942,718.9428+,24,,,0.3205562,2.0446160,4f4.(5I).6s,6I,13/2,4f3.5d.6s,6H*,11/2,,,L3475
Nd,2,719.201,719.2055+,20,,,1.4358443,3.1592742,4f4.(5I).5d,4L,13/2,,*,11/2,,,L3475
Nd,2,719.900,719.9008+,10,,,0.0000000,1.7217655,4f4.(5I).6s,6I,7/2,4f3.5d.6s,*,9/2,,,L3475
Nd,1,722.701,,8w,,,,,,,,,,,,,L3475
Nd,2,723.654,723.6549+,15,,,0.0636448,1.7764785,4f4.(5I).6s,6I,9/2,4f3.5d.6s,6H*,7/2,,,L3475
Nd,2,726.164,726.1572+,7h,,,1.0439866,2.7509180,4f4.(5I).5d,6I,9/2,,*,9/2,,,L3475
Nd,2,728.529,728.5279+,9,,,1.1995267,2.9009035,4f4.(5I).5d,6H,5/2,,*,7/2,,,L3475
Nd,2,728.856,728.8566+,9,,,0.9329482,2.6335577,4f4.(5I).5d,6I,7/2,4f3.5d.6s,6H*,5/2,,,L3475
Nd,2,729.138,729.1362+,6,,,1.6859204,3.3858777,4f4.(5I).5d,4K,13/2,,*,13/2,,,L3475
Nd,2,729.872,729.8727+,7,,,1.5292496,3.2274916,4f4.(5I).5d,6G,13/2,,*,15/2,,,L3475
Nd,2,731.681,731.6815+,12,,,0.4713792,2.1654231,4f4.(5I).6s,6I,15/2,,*,13/2,,,L3475
Nd,1,732.143,,7w,,,,,,,,,,,,,L3475
Nd,2,732.312,732.3128+,7,,,0.3205562,2.0131395,4f4.(5I).6s,6I,13/2,4f3.5d2,6H*,11/2,,,L3475
Nd,1,733.454,,6,,,,,,,,,,,,,L3475
Nd,1,735.710,,6,,,,,,,,,,,,,L3475
Nd,2,737.404,737.4006+,6,,,1.7679378,3.4488430,4f4.(5I).5d,,13/2,,*,15/2,,,L3475
Nd,2,738.179,738.1798+,7,,,0.1822698,1.8614008,4f4.(5I).6s,6I,11/2,4f3.5d.6s,6H*,9/2,,,L3475
Nd,1,740.131,,9,,,,,,,,,,,,,L3475
Nd,2,740.662,740.6613+,10,,,1.0439866,2.7174919,4f4.(5I).5d,6I,9/2,,4H*,9/2,,,L3475
Nd,2,741.120,741.1184+,6,,,0.2045993,1.8770724,4f4.(5I).6s,4I,9/2,4f3.5d.6s,*,11/2,,,L3475
Nd,2,741.818,741.8160+,10,,,1.3566345,3.0275348,4f4.(5I).5d,,11/2,,*,13/2,,,L3475
Nd,2,742.741,742.7416+,9,,,1.4904562,3.1592742,4f4.(5I).5d,6G,11/2,,*,11/2,,,L3475
Nd,2,744.871,744.8708+,9,,,1.6002101,3.2642578,4f4.(5I).5d,4L,15/2,4f3.5d.6s,*,13/2,,,L3475
Nd,2,748.128,748.1287+,5,,,0.2045993,1.8614008,4f4.(5I).6s,4I,9/2,4f3.5d.6s,6H*,9/2,,,L3475
Nd,2,751.116,751.1125+,12,,,1.7731978,3.4234176,4f4.(5I).5d,4L,17/2,,*,15/2,,,L3475
Nd,2,751.373,751.3736+,17,,,0.9329482,2.5825946,4f4.(5I).5d,6I,7/2,4f3.5d2,4H*,7/2,,,L3475
Nd,2,751.444,751.4368+,7h*,,,1.6002101,3.2497176,4f4.(5I).5d,4L,15/2,,*,13/2,,,L3475
Nd,2,751.444,751.4408+,7h*,,,3.6676869,5.3171857,,*,11/2,4f3.6s.6p,6K,11/2,,,L3475
Nd,2,751.602,751.6038+,7,,,1.3566345,3.0057756,4f4.(5I).5d,,11/2,,*,13/2,,,L3475
Nd,2,752.645,752.6458+,9,,,1.2246124,2.8714703,4f4.(5I).5d,,9/2,,*,11/2,,,L3475
Nd,2,752.899,752.9000+,12,,,1.9526538,3.5989557,4f4.(5I).5d,4L,19/2,,*,17/2,,,L3475
Nd,2,753.826,753.8265+,10,,,1.4358443,3.0801227,4f4.(5I).5d,4L,13/2,,*,11/2,,,L3475
Nd,2,754.097,754.0983+,5*,,,1.1404556,2.7841414,4f4.(5I).5d,6G,7/2,,*,9/2,,,L3475
Nd,2,754.097,754.0960+,5*,,,2.9085385,4.5522292,,*,11/2,4f3.5d.6p,,9/2,,,L3475
Nd,2,754.700,754.7000+,7,,,0.7421173,2.3844926,4f4.(5I).6s,4I,15/2,4f3.5d2,6H*,15/2,,,L3475
Nd,2,757.754,757.7496+,5,,,0.2045993,1.8403650,4f4.(5I).6s,4I,9/2,4f3.5d.6s,4I*,9/2,,,L3475
Nd,2,758.765,758.7635+,7,,,1.1995267,2.8331065,4f4.(5I).5d,6H,5/2,,*,7/2,,,L3475
Nd,2,759.075,759.0746+,6,,,0.3802292,2.0131395,4f4.(5I).6s,4I,11/2,4f3.5d2,6H*,11/2,,,L3475
Nd,2,760.373,760.3719+,6,,,0.9329482,2.5630726,4f4.(5I).5d,6I,7/2,4f3.5d2,4I*,9/2,,,L3475
Nd,2,760.592,760.5917+,5,,,1.7731978,3.4028511,4f4.(5I).5d,4L,17/2,,*,15/2,,,L3475
Nd,1,761.472,,5,,,,,,,,,,,,,L3475
Nd,2,763.979,763.9789+,9,,,0.6305390,2.2529671,4f4.(5I).6s,6I,17/2,4f3.(4I*).5d2.(3F),6I*,17/2,,,L3475
Nd,2,764.600,764.5994+,8,,,1.0906103,2.7117216,4f4.(5I).5d,6G,5/2,,*,7/2,,,L3475
Nd,2,766.352,766.3522+,6,,,1.4101312,3.0275348,4f4.(5I).5d,6I,15/2,,*,13/2,,,L3475
Nd,2,769.656,769.6553+,12,,,1.1404556,2.7509180,4f4.(5I).5d,6G,7/2,,*,9/2,,,L3475
Nd,2,771.820,771.8202+,6,,,0.5594781,2.1654231,4f4.(5I).6s,4I,13/2,,*,13/2,,,L3475
Nd,2,774.390,774.3922+,4,,,0.3205562,1.9211674,4f4.(5I).6s,6I,13/2,4f3.5d2,6I*,13/2,,,L3475
Nd,2,774.892,774.8940+,4,,,1.5292496,3.1288243,4f4.(5I).5d,6G,13/2,,*,15/2,,,L3475
Nd,2,775.095,775.0968+,10,,,0.4713792,2.0705355,4f4.(5I).6s,6I,15/2,4f3.(4I*).5d2.(3F),6I*,15/2,,,L3475
Nd,2,777.306,777.3052+,6,,,0.0000000,1.5946128,4f4.(5I).6s,6I,7/2,4f3.5d.6s,6I*,7/2,,,L3475
Nd,2,779.222,779.2246+,7,,,1.1602330,2.7509180,4f4.(5I).5d,6I,11/2,,*,9/2,,,L3475
Nd,2,779.640,779.6421+,6,,,1.2816371,2.8714703,4f4.(5I).5d,6I,13/2,,*,11/2,,,L3475
Nd,2,779.732,779.7239+,8*,,,1.4904562,3.0801227,4f4.(5I).5d,6G,11/2,,*,11/2,,,L3475
Nd,2,779.732,779.7260+,8*,,,3.2083589,4.7980211,4f4.(5I).6p,6I*,9/2,4f3.5d.6p,,9/2,,,L3475
Nd,2,779.832,779.8346+,5,,,1.2246124,2.8140532,4f4.(5I).5d,,9/2,4f3.5d2,4I*,11/2,,,L3475
Nd,2,780.847,780.8493+,10,,,0.6305390,2.2179143,4f4.(5I).6s,6I,17/2,4f3.(4I*).5d2.(3F),6K*,19/2,,,L3475
Nd,2,781.883,781.8842+,7,,,1.5292496,3.1145240,4f4.(5I).5d,6G,13/2,4f3.5d.6s,*,15/2,,,L3475
Nd,2,782.520,782.5225+,5*,,,1.3039158,2.8878970,4f4.(5I).5d,6L,21/2,4f3.5d2,6K*,19/2,,,L3475
Nd,2,782.520,782.5222+,5*,,,1.5448425,3.1288243,4f4.(5I).5d,6I,17/2,,*,15/2,,,L3475
Nd,2,786.304,786.3049+,12,,,0.3205562,1.8969179,4f4.(5I).6s,6I,13/2,4f3.5d.6s,6I*,13/2,,,L3475
Nd,1,787.203,,5w,,,,,,,,,,,,,L3475
Nd,2,788.660,788.6614+,7,,,1.6859204,3.2575720,4f4.(5I).5d,4K,13/2,,*,11/2,,,L3475
Nd,2,789.650,789.6513+,4h,,,1.5448425,3.1145240,4f4.(5I).5d,6I,17/2,4f3.5d.6s,*,15/2,,,L3475
Nd,2,790.040,790.0385+,9*,,,1.3493510,2.9182632,4f4.(5I).5d,6G,9/2,,*,9/2,,,L3475
Nd,2,790.040,790.0388+,9*,,,1.8545060,3.4234176,4f4.(5I).5d,4K,15/2,,*,15/2,,,L3475
Nd,1,790.603,,5w,,,,,,,,,,,,,L3475
Nd,2,791.701,791.6996+,12,,,0.1822698,1.7478902,4f4.(5I).6s,6I,11/2,4f3.(4I*).5d2.(3F),6I*,11/2,,,L3475
Nd,2,792.503,792.4963+,10,,,1.0906103,2.6546567,4f4.(5I).5d,6G,5/2,4f3.5d2,*,7/2,,,L3475
Nd,2,794.793,794.7919+,5,,,1.2246124,2.7841414,4f4.(5I).5d,,9/2,,*,9/2,,,L3475
Nd,2,794.968,794.9660+,10,,,1.3493510,2.9085385,4f4.(5I).5d,6G,9/2,,*,11/2,,,L3475
Nd,2,795.538,795.5382+,5h,,,1.5220567,3.0801227,4f4.(5I).5d,4K,11/2,,*,11/2,,,L3475
Nd,1,795.895,,12,,,,,,,,,,,,,L3475
Nd,2,796.573,796.5721+,12,,,0.0636448,1.6196887,4f4.(5I).6s,6I,9/2,4f3.(4I*).5d (5K*).6s,6I*,9/2,,,L3475
Nd,2,798.2090,798.2072+,15,,,1.0807014,2.6335577,4f4.(5I).5d,6G,3/2,4f3.5d.6s,6H*,5/2,,,"L3260,L3475"
Nd,2,798.268,798.2681+,12,,,0.4713792,2.0241170,4f4.(5I).6s,6I,15/2,4f3.(4I*).5d2.(3F),6K*,17/2,,,L3475
